Temp,xFeed_1,xFeed_2,xPhaseI_1,xPhaseI_2,xPhaseII_1,xPhaseII_2,nIter,calculationTime,isSinglePhase
317.390753645758,0.00692858813064048,0.99307141186936,0.00692930164478838,0.993070698355212,0.00692858813063083,0.993071411869369,8,1.3429722,1
342.666312842987,0.47667448917647,0.52332551082353,0.743766951036184,0.256233048963816,0.125176003987265,0.874823996012735,25,2.7813921,0
331.323823202441,0.959169165632106,0.0408308343678943,0.959169165632126,0.0408308343678745,0.959166622463929,0.0408333775360715,11,1.3032946,1
350.901702804751,0.808907278119343,0.191092721880657,0.808907278190847,0.191092721809153,0.808818807350263,0.191181192649737,30,3.3219903,1
314.437041636312,0.768876285810337,0.231123714189663,0.884313680634364,0.115686319365636,0.0406877024528869,0.959312297547113,11,1.1994564,0
320.676049235061,0.153278171903921,0.846721828096079,0.86300960843236,0.13699039156764,0.0515641124178608,0.948435887582139,12,1.2801159,0
283.191355943876,0.902173022424491,0.0978269775755091,0.950713757190586,0.0492862428094135,0.0123424375470285,0.987657562452971,6,0.7014935,0
291.120663687314,0.284920504832192,0.715079495167808,0.938567750978386,0.0614322490216139,0.0168114785475251,0.983188521452475,7,0.7458728,0
359.123247164389,0.86444866441896,0.13555133558104,0.864448664419024,0.135551335580976,0.864420230252249,0.135579769747751,17,1.8605175,1
341.335249165902,0.860468817132503,0.139531182867497,0.860468817132554,0.139531182867446,0.860428923637653,0.139571076362347,27,2.7864188,1
285.879753236812,0.768127080411824,0.231872919588176,0.946855260788154,0.0531447392118464,0.0137167689663563,0.986283231033644,7,0.8352428,0
348.186926902964,0.687511442232318,0.312488557767682,0.69423172704551,0.30576827295449,0.161355416810046,0.838644583189954,33,3.6867946,0
277.358130472706,0.940724843098251,0.059275156901749,0.958194542282802,0.0418054577171979,0.00978108730932149,0.990218912690679,6,0.7614515,0
280.90831377346,0.8173921918023,0.1826078081977,0.95377360281306,0.0462263971869401,0.0112751722700342,0.988724827729966,6,0.7283882,0
306.460419753779,0.929545172657475,0.070454827342525,0.92954518161582,0.0704548183841802,0.0406826981925549,0.959317301807445,9,1.011388,1
355.731606819379,0.652300007111262,0.347699992888738,0.65230000801016,0.34769999198984,0.651876282216657,0.348123717783343,117,11.526483,1
338.817449314072,0.730403699901483,0.269596300098517,0.771852444058192,0.228147555941808,0.106046492341901,0.893953507658099,21,2.3507342,0
295.103827630333,0.850053867424252,0.149946132575748,0.931464991093681,0.0685350089063185,0.0195872758600699,0.98041272413993,8,0.8731567,0
